Date,RFID,PIntake_kg,FoodType
11/30/12,840003947943815,NA,NA
11/30/12,840004013285441,NA,NA
11/30/12,840004043134279,NA,NA
11/30/12,840004043345065,NA,NA
11/30/12,840004142658655,NA,NA
11/30/12,840004174127941,NA,NA
11/30/12,840004202487771,NA,NA
11/30/12,840004240468756,NA,NA
11/30/12,840004258131225,NA,NA
11/30/12,840004431341876,NA,NA
11/30/12,840004489188698,NA,NA
11/30/12,840004773878295,NA,NA
11/30/12,840004844169692,NA,NA
11/30/12,840004875385554,NA,NA
11/30/12,840005078482819,NA,NA
11/30/12,840005093546571,NA,NA
11/30/12,840005109595661,NA,NA
11/30/12,840005163368871,NA,NA
11/30/12,840005171863484,NA,NA
11/30/12,840005234652468,NA,NA
11/30/12,840005330255316,NA,NA
11/30/12,840005335454064,NA,NA
11/30/12,840005364373046,NA,NA
11/30/12,840005371277847,NA,NA
11/30/12,840005484622149,NA,NA
11/30/12,840005532493011,NA,NA
11/30/12,840005555797150,NA,NA
11/30/12,840005573837779,NA,NA
11/30/12,840005685964372,NA,NA
11/30/12,840005720348288,NA,NA
11/30/12,840005741937232,NA,NA
11/30/12,840005951625132,NA,NA
11/30/12,840005987177074,NA,NA
11/30/12,840006004891582,NA,NA
11/30/12,840006123138960,NA,NA
11/30/12,840006219123065,NA,NA
11/30/12,840006261655173,NA,NA
11/30/12,840006283229938,NA,NA
11/30/12,840006287787829,NA,NA
11/30/12,840006311292380,NA,NA
11/30/12,840006382016174,NA,NA
11/30/12,840006399656647,NA,NA
11/30/12,840006436121413,NA,NA
11/30/12,840006443979252,NA,NA
11/30/12,840006472473676,NA,NA
11/30/12,840006536884137,NA,NA
11/30/12,840006588344155,NA,NA
11/30/12,840006670907916,NA,NA
11/30/12,840006748353601,NA,NA
11/30/12,840006797330323,NA,NA
11/30/12,840006879113478,NA,NA
11/30/12,840006895734505,NA,NA
11/30/12,840006904358142,NA,NA
11/30/12,840006926264030,NA,NA
11/30/12,840007051385897,NA,NA
11/30/12,840007088739271,NA,NA
11/30/12,840007162873382,NA,NA
11/30/12,840007182293451,NA,NA
11/30/12,840007249613476,NA,NA
11/30/12,840007347329388,NA,NA
11/30/12,840007595102280,NA,NA
11/30/12,840007623137528,NA,NA
11/30/12,840007719859142,NA,NA
11/30/12,840007754409049,NA,NA
11/30/12,840007771070489,NA,NA
11/30/12,840007797821646,NA,NA
11/30/12,840007877840344,NA,NA
11/30/12,840007999644348,NA,NA
11/30/12,840008001373468,NA,NA
11/30/12,840008099996144,NA,NA
11/30/12,840008190606654,NA,NA
11/30/12,840008207939535,NA,NA
11/30/12,840008218942243,NA,NA
11/30/12,840008460717929,NA,NA
11/30/12,840008598977914,NA,NA
11/30/12,840008603534901,NA,NA
11/30/12,840008625334903,NA,NA
11/30/12,840008775590410,NA,NA
11/30/12,840008790743241,NA,NA
11/30/12,840008884324061,NA,NA
11/30/12,840009023502075,NA,NA
11/30/12,840009125661502,NA,NA
11/30/12,840009127876394,NA,NA
11/30/12,840009186402403,NA,NA
11/30/12,840009220520303,NA,NA
11/30/12,840009222448598,NA,NA
11/30/12,840009227823180,NA,NA
11/30/12,840009334216105,NA,NA
11/30/12,840009394406815,NA,NA
11/30/12,840009530043670,NA,NA
11/30/12,840009560088445,NA,NA
11/30/12,840009575400989,NA,NA
11/30/12,840009592587182,NA,NA
11/30/12,840009668811541,NA,NA
11/30/12,840009675950776,NA,NA
11/30/12,840009750466256,NA,NA
11/30/12,840009983598341,NA,NA
12/1/12,840001027005554,NA,NA
12/1/12,840001308863332,NA,NA
12/1/12,840001401962878,NA,NA
12/1/12,840001407331403,NA,NA
12/1/12,840001464616622,NA,NA
12/1/12,840001611159197,NA,NA
12/1/12,840001721840006,NA,NA
12/1/12,840001747293994,NA,NA
12/1/12,840002000896329,NA,NA
12/1/12,840002300951147,NA,NA
12/1/12,840002349811736,NA,NA
12/1/12,840002373589190,NA,NA
12/1/12,840002556499954,NA,NA
12/1/12,840002560398000,NA,NA
12/1/12,840002781276305,NA,NA
12/1/12,840002811830722,NA,NA
12/1/12,840002835778433,NA,NA
12/1/12,840002924774870,NA,NA
12/1/12,840003003440394,NA,NA
12/1/12,840003043318574,NA,NA
12/1/12,840003054948650,NA,NA
12/1/12,840003212178366,NA,NA
12/1/12,840003364900791,NA,NA
12/1/12,840003460433693,NA,NA
12/1/12,840003552658741,NA,NA
12/1/12,840003654363466,NA,NA
12/1/12,840003659705906,NA,NA
12/1/12,840003844601332,NA,NA
12/1/12,840003878819384,NA,NA
12/1/12,840003947943815,NA,NA
12/1/12,840004013285441,NA,NA
12/1/12,840004043134279,NA,NA
12/1/12,840004043345065,NA,NA
12/1/12,840004142658655,NA,NA
12/1/12,840004174127941,NA,NA
12/1/12,840004202487771,NA,NA
12/1/12,840004240468756,NA,NA
12/1/12,840004258131225,NA,NA
12/1/12,840004431341876,NA,NA
12/1/12,840004489188698,NA,NA
12/1/12,840004773878295,NA,NA
12/1/12,840004844169692,NA,NA
12/1/12,840004875385554,NA,NA
12/1/12,840005078482819,NA,NA
12/1/12,840005093546571,NA,NA
12/1/12,840005109595661,NA,NA
12/1/12,840005163368871,NA,NA
12/1/12,840005171863484,NA,NA
12/1/12,840005234652468,NA,NA
12/1/12,840005330255316,NA,NA
12/1/12,840005335454064,NA,NA
12/1/12,840005364373046,NA,NA
12/1/12,840005371277847,NA,NA
12/1/12,840005484622149,NA,NA
12/1/12,840005532493011,NA,NA
12/1/12,840005555797150,NA,NA
12/1/12,840005573837779,NA,NA
12/1/12,840005685964372,NA,NA
12/1/12,840005720348288,NA,NA
12/1/12,840005741937232,NA,NA
12/1/12,840005951625132,NA,NA
12/1/12,840005987177074,NA,NA
12/1/12,840006004891582,NA,NA
12/1/12,840006123138960,NA,NA
12/1/12,840006219123065,NA,NA
12/1/12,840006261655173,NA,NA
12/1/12,840006283229938,NA,NA
12/1/12,840006287787829,NA,NA
12/1/12,840006311292380,NA,NA
12/1/12,840006382016174,NA,NA
12/1/12,840006399656647,NA,NA
12/1/12,840006436121413,NA,NA
12/1/12,840006443979252,NA,NA
12/1/12,840006472473676,NA,NA
12/1/12,840006536884137,NA,NA
12/1/12,840006588344155,NA,NA
12/1/12,840006670907916,NA,NA
12/1/12,840006748353601,NA,NA
12/1/12,840006797330323,NA,NA
12/1/12,840006879113478,NA,NA
12/1/12,840006895734505,NA,NA
12/1/12,840006904358142,NA,NA
12/1/12,840006926264030,NA,NA
12/1/12,840007051385897,NA,NA
12/1/12,840007088739271,NA,NA
12/1/12,840007162873382,NA,NA
12/1/12,840007182293451,NA,NA
12/1/12,840007249613476,NA,NA
12/1/12,840007347329388,NA,NA
12/1/12,840007595102280,NA,NA
12/1/12,840007623137528,NA,NA
12/1/12,840007719859142,NA,NA
12/1/12,840007754409049,NA,NA
12/1/12,840007771070489,NA,NA
12/1/12,840007797821646,NA,NA
12/1/12,840007877840344,NA,NA
12/1/12,840007999644348,NA,NA
12/1/12,840008001373468,NA,NA
12/1/12,840008099996144,NA,NA
12/1/12,840008190606654,NA,NA
12/1/12,840008207939535,NA,NA
12/1/12,840008218942243,NA,NA
12/1/12,840008460717929,NA,NA
12/1/12,840008598977914,NA,NA
12/1/12,840008603534901,NA,NA
12/1/12,840008625334903,NA,NA
12/1/12,840008775590410,NA,NA
12/1/12,840008790743241,NA,NA
12/1/12,840008884324061,NA,NA
12/1/12,840009023502075,NA,NA
12/1/12,840009125661502,NA,NA
12/1/12,840009127876394,NA,NA
12/1/12,840009186402403,NA,NA
12/1/12,840009220520303,NA,NA
12/1/12,840009222448598,NA,NA
12/1/12,840009227823180,NA,NA
12/1/12,840009334216105,NA,NA
12/1/12,840009394406815,NA,NA
12/1/12,840009530043670,NA,NA
12/1/12,840009560088445,NA,NA
12/1/12,840009575400989,NA,NA
12/1/12,840009592587182,NA,NA
12/1/12,840009668811541,NA,NA
12/1/12,840009675950776,NA,NA
12/1/12,840009750466256,NA,NA
12/1/12,840009983598341,NA,NA
12/2/12,840001027005554,NA,NA
12/2/12,840001308863332,NA,NA
12/2/12,840001401962878,NA,NA
12/2/12,840001407331403,NA,NA
12/2/12,840001464616622,NA,NA
12/2/12,840001611159197,NA,NA
12/2/12,840001721840006,NA,NA
12/2/12,840001747293994,NA,NA
12/2/12,840002000896329,NA,NA
12/2/12,840002300951147,NA,NA
12/2/12,840002349811736,NA,NA
12/2/12,840002373589190,NA,NA
12/2/12,840002556499954,NA,NA
12/2/12,840002560398000,NA,NA
12/2/12,840002781276305,NA,NA
12/2/12,840002811830722,NA,NA
12/2/12,840002835778433,NA,NA
12/2/12,840002924774870,NA,NA
12/2/12,840003003440394,NA,NA
12/2/12,840003043318574,NA,NA
12/2/12,840003054948650,NA,NA
12/2/12,840003212178366,NA,NA
12/2/12,840003364900791,NA,NA
12/2/12,840003460433693,NA,NA
12/2/12,840003552658741,NA,NA
12/2/12,840003654363466,NA,NA
12/2/12,840003659705906,NA,NA
12/2/12,840003844601332,NA,NA
12/2/12,840003878819384,NA,NA
12/2/12,840003947943815,NA,NA
12/2/12,840004013285441,NA,NA
12/2/12,840004043134279,NA,NA
12/2/12,840004043345065,NA,NA
12/2/12,840004142658655,NA,NA
12/2/12,840004174127941,NA,NA
12/2/12,840004202487771,NA,NA
12/2/12,840004240468756,NA,NA
12/2/12,840004258131225,NA,NA
12/2/12,840004431341876,NA,NA
12/2/12,840004489188698,NA,NA
12/2/12,840004773878295,NA,NA
12/2/12,840004844169692,NA,NA
12/2/12,840004875385554,NA,NA
12/2/12,840005078482819,NA,NA
12/2/12,840005093546571,NA,NA
12/2/12,840005109595661,NA,NA
12/2/12,840005163368871,NA,NA
12/2/12,840005171863484,NA,NA
12/2/12,840005234652468,NA,NA
12/2/12,840005330255316,NA,NA
12/2/12,840005335454064,NA,NA
12/2/12,840005364373046,NA,NA
12/2/12,840005371277847,NA,NA
12/2/12,840005484622149,NA,NA
12/2/12,840005532493011,NA,NA
12/2/12,840005555797150,NA,NA
12/2/12,840005573837779,NA,NA
12/2/12,840005685964372,NA,NA
12/2/12,840005720348288,NA,NA
12/2/12,840005741937232,NA,NA
12/2/12,840005951625132,NA,NA
12/2/12,840005987177074,NA,NA
12/2/12,840006004891582,NA,NA
12/2/12,840006123138960,NA,NA
12/2/12,840006219123065,NA,NA
12/2/12,840006261655173,NA,NA
12/2/12,840006283229938,NA,NA
12/2/12,840006287787829,NA,NA
12/2/12,840006311292380,NA,NA
12/2/12,840006382016174,NA,NA
12/2/12,840006399656647,NA,NA
12/2/12,840006436121413,NA,NA
12/2/12,840006443979252,NA,NA
12/2/12,840006472473676,NA,NA
12/2/12,840006536884137,NA,NA
12/2/12,840006588344155,NA,NA
12/2/12,840006670907916,NA,NA
12/2/12,840006748353601,NA,NA
12/2/12,840006797330323,NA,NA
12/2/12,840006879113478,NA,NA
12/2/12,840006895734505,NA,NA
12/2/12,840006904358142,NA,NA
12/2/12,840006926264030,NA,NA
12/2/12,840007051385897,NA,NA
12/2/12,840007088739271,NA,NA
12/2/12,840007162873382,NA,NA
12/2/12,840007182293451,NA,NA
12/2/12,840007249613476,NA,NA
12/2/12,840007347329388,NA,NA
12/2/12,840007595102280,NA,NA
12/2/12,840007623137528,NA,NA
12/2/12,840007719859142,NA,NA
12/2/12,840007754409049,NA,NA
12/2/12,840007771070489,NA,NA
12/2/12,840007797821646,NA,NA
12/2/12,840007877840344,NA,NA
12/2/12,840007999644348,NA,NA
12/2/12,840008001373468,NA,NA
12/2/12,840008099996144,NA,NA
12/2/12,840008190606654,NA,NA
12/2/12,840008207939535,NA,NA
12/2/12,840008218942243,NA,NA
12/2/12,840008460717929,NA,NA
12/2/12,840008598977914,NA,NA
12/2/12,840008603534901,NA,NA
12/2/12,840008625334903,NA,NA
12/2/12,840008775590410,NA,NA
12/2/12,840008790743241,NA,NA
12/2/12,840008884324061,NA,NA
12/2/12,840009023502075,NA,NA
12/2/12,840009125661502,NA,NA
12/2/12,840009127876394,NA,NA
12/2/12,840009186402403,NA,NA
12/2/12,840009220520303,NA,NA
12/2/12,840009222448598,NA,NA
12/2/12,840009227823180,NA,NA
12/2/12,840009334216105,NA,NA
12/2/12,840009394406815,NA,NA
12/2/12,840009530043670,NA,NA
12/2/12,840009560088445,NA,NA
12/2/12,840009575400989,NA,NA
12/2/12,840009592587182,NA,NA
12/2/12,840009668811541,NA,NA
12/2/12,840009675950776,NA,NA
12/2/12,840009750466256,NA,NA
12/2/12,840009983598341,NA,NA
12/3/12,840001027005554,NA,NA
12/3/12,840001308863332,NA,NA
12/3/12,840001401962878,NA,NA
12/3/12,840001407331403,NA,NA
12/3/12,840001464616622,NA,NA
12/3/12,840001611159197,NA,NA
12/3/12,840001721840006,NA,NA
12/3/12,840001747293994,NA,NA
12/3/12,840002000896329,NA,NA
12/3/12,840002300951147,NA,NA
12/3/12,840002349811736,NA,NA
12/3/12,840002373589190,NA,NA
12/3/12,840002556499954,NA,NA
12/3/12,840002560398000,NA,NA
12/3/12,840002781276305,NA,NA
12/3/12,840002811830722,NA,NA
12/3/12,840002835778433,NA,NA
12/3/12,840002924774870,NA,NA
12/3/12,840003003440394,NA,NA
12/3/12,840003043318574,NA,NA
12/3/12,840003054948650,NA,NA
12/3/12,840003212178366,NA,NA
12/3/12,840003364900791,NA,NA
12/3/12,840003460433693,NA,NA
12/3/12,840003552658741,NA,NA
12/3/12,840003654363466,NA,NA
12/3/12,840003659705906,NA,NA
12/3/12,840003844601332,NA,NA
12/3/12,840003878819384,NA,NA
12/3/12,840003947943815,NA,NA
12/3/12,840004013285441,NA,NA
12/3/12,840004043134279,NA,NA
12/3/12,840004043345065,NA,NA
12/3/12,840004142658655,NA,NA
12/3/12,840004174127941,NA,NA
12/3/12,840004202487771,NA,NA
12/3/12,840004240468756,NA,NA
12/3/12,840004258131225,NA,NA
12/3/12,840004431341876,NA,NA
12/3/12,840004489188698,NA,NA
12/3/12,840004773878295,NA,NA
12/3/12,840004844169692,NA,NA
12/3/12,840004875385554,NA,NA
12/3/12,840005078482819,NA,NA
12/3/12,840005093546571,NA,NA
12/3/12,840005109595661,NA,NA
12/3/12,840005163368871,NA,NA
12/3/12,840005171863484,NA,NA
12/3/12,840005234652468,NA,NA
12/3/12,840005330255316,NA,NA
12/3/12,840005335454064,NA,NA
12/3/12,840005364373046,NA,NA
12/3/12,840005371277847,NA,NA
12/3/12,840005484622149,NA,NA
12/3/12,840005532493011,NA,NA
12/3/12,840005555797150,NA,NA
12/3/12,840005573837779,NA,NA
12/3/12,840005685964372,NA,NA
12/3/12,840005720348288,NA,NA
12/3/12,840005741937232,NA,NA
12/3/12,840005951625132,NA,NA
12/3/12,840005987177074,NA,NA
12/3/12,840006004891582,NA,NA
12/3/12,840006123138960,NA,NA
12/3/12,840006219123065,NA,NA
12/3/12,840006261655173,NA,NA
12/3/12,840006283229938,NA,NA
12/3/12,840006287787829,NA,NA
12/3/12,840006311292380,NA,NA
12/3/12,840006382016174,NA,NA
12/3/12,840006399656647,NA,NA
12/3/12,840006436121413,NA,NA
12/3/12,840006443979252,NA,NA
12/3/12,840006472473676,NA,NA
12/3/12,840006536884137,NA,NA
12/3/12,840006588344155,NA,NA
12/3/12,840006670907916,NA,NA
12/3/12,840006748353601,NA,NA
12/3/12,840006797330323,NA,NA
12/3/12,840006879113478,NA,NA
12/3/12,840006895734505,NA,NA
12/3/12,840006904358142,NA,NA
12/3/12,840006926264030,NA,NA
12/3/12,840007051385897,NA,NA
12/3/12,840007088739271,NA,NA
12/3/12,840007162873382,NA,NA
12/3/12,840007182293451,NA,NA
12/3/12,840007249613476,NA,NA
12/3/12,840007347329388,NA,NA
12/3/12,840007595102280,NA,NA
12/3/12,840007623137528,NA,NA
12/3/12,840007719859142,NA,NA
12/3/12,840007754409049,NA,NA
12/3/12,840007771070489,NA,NA
12/3/12,840007797821646,NA,NA
12/3/12,840007877840344,NA,NA
12/3/12,840007999644348,NA,NA
12/3/12,840008001373468,NA,NA
12/3/12,840008099996144,NA,NA
12/3/12,840008190606654,NA,NA
12/3/12,840008207939535,NA,NA
12/3/12,840008218942243,NA,NA
12/3/12,840008460717929,NA,NA
12/3/12,840008598977914,NA,NA
12/3/12,840008603534901,NA,NA
12/3/12,840008625334903,NA,NA
12/3/12,840008775590410,NA,NA
12/3/12,840008790743241,NA,NA
12/3/12,840008884324061,NA,NA
12/3/12,840009023502075,NA,NA
12/3/12,840009125661502,NA,NA
12/3/12,840009127876394,NA,NA
12/3/12,840009186402403,NA,NA
12/3/12,840009220520303,NA,NA
12/3/12,840009222448598,NA,NA
12/3/12,840009227823180,NA,NA
12/3/12,840009334216105,NA,NA
12/3/12,840009394406815,NA,NA
12/3/12,840009530043670,NA,NA
12/3/12,840009560088445,NA,NA
12/3/12,840009575400989,NA,NA
12/3/12,840009592587182,NA,NA
12/3/12,840009668811541,NA,NA
12/3/12,840009675950776,NA,NA
12/3/12,840009750466256,NA,NA
12/3/12,840009983598341,NA,NA
12/4/12,840001027005554,NA,NA
12/4/12,840001308863332,NA,NA
12/4/12,840001401962878,NA,NA
12/4/12,840001407331403,NA,NA
12/4/12,840001464616622,NA,NA
12/4/12,840001611159197,NA,NA
12/4/12,840001721840006,NA,NA
12/4/12,840001747293994,NA,NA
12/4/12,840002000896329,NA,NA
12/4/12,840002300951147,NA,NA
12/4/12,840002349811736,NA,NA
12/4/12,840002373589190,NA,NA
12/4/12,840002556499954,NA,NA
12/4/12,840002560398000,NA,NA
12/4/12,840002781276305,NA,NA
12/4/12,840002811830722,NA,NA
12/4/12,840002835778433,NA,NA
12/4/12,840002924774870,NA,NA
12/4/12,840003003440394,NA,NA
12/4/12,840003043318574,NA,NA
12/4/12,840003054948650,NA,NA
12/4/12,840003212178366,NA,NA
12/4/12,840003364900791,NA,NA
12/4/12,840003460433693,NA,NA
12/4/12,840003552658741,NA,NA
12/4/12,840003654363466,NA,NA
12/4/12,840003659705906,NA,NA
12/4/12,840003844601332,NA,NA
12/4/12,840003878819384,NA,NA
12/4/12,840003947943815,NA,NA
12/4/12,840004013285441,NA,NA
12/4/12,840004043134279,NA,NA
12/4/12,840004043345065,NA,NA
12/4/12,840004142658655,NA,NA
12/4/12,840004174127941,NA,NA
12/4/12,840004202487771,NA,NA
12/4/12,840004240468756,NA,NA
12/4/12,840004258131225,NA,NA
12/4/12,840004431341876,NA,NA
12/4/12,840004489188698,NA,NA
12/4/12,840004773878295,NA,NA
12/4/12,840004844169692,NA,NA
12/4/12,840004875385554,NA,NA
12/4/12,840005078482819,NA,NA
12/4/12,840005093546571,NA,NA
12/4/12,840005109595661,NA,NA
12/4/12,840005163368871,NA,NA
12/4/12,840005171863484,NA,NA
12/4/12,840005234652468,NA,NA
12/4/12,840005330255316,NA,NA
12/4/12,840005335454064,NA,NA
12/4/12,840005364373046,NA,NA
12/4/12,840005371277847,NA,NA
12/4/12,840005484622149,NA,NA
12/4/12,840005532493011,NA,NA
12/4/12,840005555797150,NA,NA
12/4/12,840005573837779,NA,NA
12/4/12,840005685964372,NA,NA
12/4/12,840005720348288,NA,NA
12/4/12,840005741937232,NA,NA
12/4/12,840005951625132,NA,NA
12/4/12,840005987177074,NA,NA
12/4/12,840006004891582,NA,NA
12/4/12,840006123138960,NA,NA
12/4/12,840006219123065,NA,NA
12/4/12,840006261655173,NA,NA
12/4/12,840006283229938,NA,NA
12/4/12,840006287787829,NA,NA
12/4/12,840006311292380,NA,NA
12/4/12,840006382016174,NA,NA
12/4/12,840006399656647,NA,NA
12/4/12,840006436121413,NA,NA
12/4/12,840006443979252,NA,NA
12/4/12,840006472473676,NA,NA
12/4/12,840006536884137,NA,NA
12/4/12,840006588344155,NA,NA
12/4/12,840006670907916,NA,NA
12/4/12,840006748353601,NA,NA
12/4/12,840006797330323,NA,NA
12/4/12,840006879113478,NA,NA
12/4/12,840006895734505,NA,NA
12/4/12,840006904358142,NA,NA
12/4/12,840006926264030,NA,NA
12/4/12,840007051385897,NA,NA
12/4/12,840007088739271,NA,NA
12/4/12,840007162873382,NA,NA
12/4/12,840007182293451,NA,NA
12/4/12,840007249613476,NA,NA
12/4/12,840007347329388,NA,NA
12/4/12,840007595102280,NA,NA
12/4/12,840007623137528,NA,NA
12/4/12,840007719859142,NA,NA
12/4/12,840007754409049,NA,NA
12/4/12,840007771070489,NA,NA
12/4/12,840007797821646,NA,NA
12/4/12,840007877840344,NA,NA
12/4/12,840007999644348,NA,NA
12/4/12,840008001373468,NA,NA
12/4/12,840008099996144,NA,NA
12/4/12,840008190606654,NA,NA
12/4/12,840008207939535,NA,NA
12/4/12,840008218942243,NA,NA
12/4/12,840008460717929,NA,NA
12/4/12,840008598977914,NA,NA
12/4/12,840008603534901,NA,NA
12/4/12,840008625334903,NA,NA
12/4/12,840008775590410,NA,NA
12/4/12,840008790743241,NA,NA
12/4/12,840008884324061,NA,NA
12/4/12,840009023502075,NA,NA
12/4/12,840009125661502,NA,NA
12/4/12,840009127876394,NA,NA
12/4/12,840009186402403,NA,NA
12/4/12,840009220520303,NA,NA
12/4/12,840009222448598,NA,NA
12/4/12,840009227823180,NA,NA
12/4/12,840009334216105,NA,NA
12/4/12,840009394406815,NA,NA
12/4/12,840009530043670,NA,NA
12/4/12,840009560088445,NA,NA
12/4/12,840009575400989,NA,NA
12/4/12,840009592587182,NA,NA
12/4/12,840009668811541,NA,NA
12/4/12,840009675950776,NA,NA
12/4/12,840009750466256,NA,NA
12/4/12,840009983598341,NA,NA
12/5/12,840001027005554,NA,NA
12/5/12,840001308863332,NA,NA
12/5/12,840001401962878,NA,NA
12/5/12,840001407331403,NA,NA
12/5/12,840001464616622,NA,NA
12/5/12,840001611159197,NA,NA
12/5/12,840001721840006,NA,NA
12/5/12,840001747293994,NA,NA
12/5/12,840002000896329,NA,NA
12/5/12,840002300951147,NA,NA
12/5/12,840002349811736,NA,NA
12/5/12,840002373589190,NA,NA
12/5/12,840002556499954,NA,NA
12/5/12,840002560398000,NA,NA
12/5/12,840002781276305,NA,NA
12/5/12,840002811830722,NA,NA
12/5/12,840002835778433,NA,NA
12/5/12,840002924774870,NA,NA
12/5/12,840003003440394,NA,NA
12/5/12,840003043318574,NA,NA
12/5/12,840003054948650,NA,NA
12/5/12,840003212178366,NA,NA
12/5/12,840003364900791,NA,NA
12/5/12,840003460433693,NA,NA
12/5/12,840003552658741,NA,NA
12/5/12,840003654363466,NA,NA
12/5/12,840003659705906,NA,NA
12/5/12,840003844601332,NA,NA
12/5/12,840003878819384,NA,NA
12/5/12,840003947943815,NA,NA
12/5/12,840004013285441,NA,NA
12/5/12,840004043134279,NA,NA
12/5/12,840004043345065,NA,NA
12/5/12,840004142658655,NA,NA
12/5/12,840004174127941,NA,NA
12/5/12,840004202487771,NA,NA
12/5/12,840004240468756,NA,NA
12/5/12,840004258131225,NA,NA
12/5/12,840004431341876,NA,NA
12/5/12,840004489188698,NA,NA
12/5/12,840004773878295,NA,NA
12/5/12,840004844169692,NA,NA
12/5/12,840004875385554,NA,NA
12/5/12,840005078482819,NA,NA
12/5/12,840005093546571,NA,NA
12/5/12,840005109595661,NA,NA
12/5/12,840005163368871,NA,NA
12/5/12,840005171863484,NA,NA
12/5/12,840005234652468,NA,NA
12/5/12,840005330255316,NA,NA
12/5/12,840005335454064,NA,NA
12/5/12,840005364373046,NA,NA
12/5/12,840005371277847,NA,NA
12/5/12,840005484622149,NA,NA
12/5/12,840005532493011,NA,NA
12/5/12,840005555797150,NA,NA
12/5/12,840005573837779,NA,NA
12/5/12,840005685964372,NA,NA
12/5/12,840005720348288,NA,NA
12/5/12,840005741937232,NA,NA
12/5/12,840005951625132,NA,NA
12/5/12,840005987177074,NA,NA
12/5/12,840006004891582,NA,NA
12/5/12,840006123138960,NA,NA
12/5/12,840006219123065,NA,NA
12/5/12,840006261655173,NA,NA
12/5/12,840006283229938,NA,NA
12/5/12,840006287787829,NA,NA
12/5/12,840006311292380,NA,NA
12/5/12,840006382016174,NA,NA
12/5/12,840006399656647,NA,NA
12/5/12,840006436121413,NA,NA
12/5/12,840006443979252,NA,NA
12/5/12,840006472473676,NA,NA
12/5/12,840006536884137,NA,NA
12/5/12,840006588344155,NA,NA
12/5/12,840006670907916,NA,NA
12/5/12,840006748353601,NA,NA
12/5/12,840006797330323,NA,NA
12/5/12,840006879113478,NA,NA
12/5/12,840006895734505,NA,NA
12/5/12,840006904358142,NA,NA
12/5/12,840006926264030,NA,NA
12/5/12,840007051385897,NA,NA
12/5/12,840007088739271,NA,NA
12/5/12,840007162873382,NA,NA
12/5/12,840007182293451,NA,NA
12/5/12,840007249613476,NA,NA
12/5/12,840007347329388,NA,NA
12/5/12,840007595102280,NA,NA
12/5/12,840007623137528,NA,NA
12/5/12,840007719859142,NA,NA
12/5/12,840007754409049,NA,NA
12/5/12,840007771070489,NA,NA
12/5/12,840007797821646,NA,NA
12/5/12,840007877840344,NA,NA
12/5/12,840007999644348,NA,NA
12/5/12,840008001373468,NA,NA
12/5/12,840008099996144,NA,NA
12/5/12,840008190606654,NA,NA
12/5/12,840008207939535,NA,NA
12/5/12,840008218942243,NA,NA
12/5/12,840008460717929,NA,NA
12/5/12,840008598977914,NA,NA
12/5/12,840008603534901,NA,NA
12/5/12,840008625334903,NA,NA
12/5/12,840008775590410,NA,NA
12/5/12,840008790743241,NA,NA
12/5/12,840008884324061,NA,NA
12/5/12,840009023502075,NA,NA
12/5/12,840009125661502,NA,NA
12/5/12,840009127876394,NA,NA
12/5/12,840009186402403,NA,NA
12/5/12,840009220520303,NA,NA
12/5/12,840009222448598,NA,NA
12/5/12,840009227823180,NA,NA
12/5/12,840009334216105,NA,NA
12/5/12,840009394406815,NA,NA
12/5/12,840009530043670,NA,NA
12/5/12,840009560088445,NA,NA
12/5/12,840009575400989,NA,NA
12/5/12,840009592587182,NA,NA
12/5/12,840009668811541,NA,NA
12/5/12,840009675950776,NA,NA
12/5/12,840009750466256,NA,NA
12/5/12,840009983598341,NA,NA
12/6/12,840001027005554,NA,NA
12/6/12,840001308863332,NA,NA
12/6/12,840001401962878,NA,NA
12/6/12,840001407331403,NA,NA
12/6/12,840001464616622,NA,NA
12/6/12,840001611159197,NA,NA
12/6/12,840001721840006,NA,NA
12/6/12,840001747293994,NA,NA
12/6/12,840002000896329,NA,NA
12/6/12,840002300951147,NA,NA
12/6/12,840002349811736,NA,NA
12/6/12,840002373589190,NA,NA
12/6/12,840002556499954,NA,NA
12/6/12,840002560398000,NA,NA
12/6/12,840002781276305,NA,NA
12/6/12,840002811830722,NA,NA
12/6/12,840002835778433,NA,NA
12/6/12,840002924774870,NA,NA
12/6/12,840003003440394,NA,NA
12/6/12,840003043318574,NA,NA
12/6/12,840003054948650,NA,NA
12/6/12,840003212178366,NA,NA
12/6/12,840003364900791,NA,NA
12/6/12,840003460433693,NA,NA
12/6/12,840003552658741,NA,NA
12/6/12,840003654363466,NA,NA
12/6/12,840003659705906,NA,NA
12/6/12,840003844601332,NA,NA
12/6/12,840003878819384,NA,NA
12/6/12,840003947943815,NA,NA
12/6/12,840004013285441,NA,NA
12/6/12,840004043134279,NA,NA
12/6/12,840004043345065,NA,NA
12/6/12,840004142658655,NA,NA
12/6/12,840004174127941,NA,NA
12/6/12,840004202487771,NA,NA
12/6/12,840004240468756,NA,NA
12/6/12,840004258131225,NA,NA
12/6/12,840004431341876,NA,NA
12/6/12,840004489188698,NA,NA
12/6/12,840004773878295,NA,NA
12/6/12,840004844169692,NA,NA
12/6/12,840004875385554,NA,NA
12/6/12,840005078482819,NA,NA
12/6/12,840005093546571,NA,NA
12/6/12,840005109595661,NA,NA
12/6/12,840005163368871,NA,NA
12/6/12,840005171863484,NA,NA
12/6/12,840005234652468,NA,NA
